node_id,label,PathwayName,identifiers,type,PathwayID,GeneName,GeneID
WP5420,ADHD and autism (ASD) linked metabolic pathways and SNP,ADHD and autism (ASD) linked metabolic pathways and SNP,WP5420,pathway,WP5420,,
10747,MASP2,,ENSG00000009724,gene,,MASP2,10747
89765,RSPH1,,ENSG00000160188,gene,,RSPH1,89765
WP4507,Molybdenum cofactor (Moco) biosynthesis,Molybdenum cofactor (Moco) biosynthesis,WP4507,pathway,WP4507,,
WP4583,Biomarkers for urea cycle disorders,Biomarkers for urea cycle disorders,WP4583,pathway,WP4583,,
WP2870,Extracellular vesicle-mediated signaling in recipient cells,Extracellular vesicle-mediated signaling in recipient cells,WP2870,pathway,WP2870,,
WP2877,Vitamin D receptor pathway,Vitamin D receptor pathway,WP2877,pathway,WP2877,,
4582,MUC1,,ENSG00000185499,gene,,MUC1,4582
100083537,RB1,,100083537,gene,,RB1,100083537
5884,RAD17,,ENSG00000152942,gene,,RAD17,5884
100083731,PRKAB2,,100083731,gene,,PRKAB2,100083731
2253,FGF8,,FGF8,gene,,FGF8,2253
4487,MSX1,,MSX1,gene,,MSX1,4487
3310,HSPA6,,HSPA6,gene,,HSPA6,3310
3925,STMN1,,ENSG00000117632,gene,,STMN1,3925
100075238,WNT4,,100075238,gene,,WNT4,100075238
WP3298,Melatonin metabolism and effects,Melatonin metabolism and effects,WP3298,pathway,WP3298,,
50807,ASAP1,,ENSG00000153317,gene,,ASAP1,50807
424949,DVL3,,424949,gene,,DVL3,424949
2946,GSTM2,,GSTM2,gene,,GSTM2,2946
4703,NEB,,ENSG00000183091,gene,,NEB,4703
27122,DKK3,,DKK3,gene,,DKK3,27122
116443,GRIN3A,,ENSG00000198785,gene,,GRIN3A,116443
126410,CYP4F22,,CYP4F22,gene,,CYP4F22,126410
3988,LIPA,,LIPA,gene,,LIPA,3988
10213,PSMD14,,ENSG00000115233,gene,,PSMD14,10213
8431,NR0B2,,NR0B2,gene,,NR0B2,8431
9771,RAPGEF5,,ENSG00000136237,gene,,RAPGEF5,9771
2555,GABRA2,,ENSG00000151834,gene,,GABRA2,2555
1152,CKB,,CKB,gene,,CKB,1152
326,AIRE,,ENSG00000160224,gene,,AIRE,326
WP4022,Pyrimidine metabolism,Pyrimidine metabolism,WP4022,pathway,WP4022,,
51316,PLAC8,,ENSG00000145287,gene,,PLAC8,51316
11197,WIF1,,ENSG00000156076,gene,,WIF1,11197
403,ARL3,,ARL3,gene,,ARL3,403
WP5414,IDO metabolic pathway,IDO metabolic pathway,WP5414,pathway,WP5414,,
23265,EXOC7,,ENSG00000182473,gene,,EXOC7,23265
6442,SGCA,,SGCA,gene,,SGCA,6442
4439,MSH5,,MSH5,gene,,MSH5,4439
653061,GOLGA8S,,ENSG00000261739,gene,,GOLGA8S,653061
100285047,GSTO2,,100285047,gene,,GSTO2,100285047
66002,CYP4F12,,CYP4F12,gene,,CYP4F12,66002
WP5382,TGFβ/Smad signaling pathway,TGFβ/Smad signaling pathway,WP5382,pathway,WP5382,,
149840,SHLD1,,ENSG00000171984,gene,,SHLD1,149840
489095,FGFR4,,489095,gene,,FGFR4,489095
64506,CPEB1,,CPEB1,gene,,CPEB1,64506
9446,GSTO1,,ENSG00000148834,gene,,GSTO1,9446
181,AGRP,,ENSG00000159723,gene,,AGRP,181
7976,FZD3,,ENSG00000104290,gene,,FZD3,7976
79908,BTNL8,,ENSG00000113303,gene,,BTNL8,79908
11057,ABHD2,,ENSG00000140526,gene,,ABHD2,11057
5193,PEX12,,PEX12,gene,,PEX12,5193
100074197,LAMA4,,100074197,gene,,LAMA4,100074197
2335,FN1,,ENSG00000115414,gene,,FN1,2335
79852,EPHX3,,ENSG00000105131,gene,,EPHX3,79852
79363,CPLANE2,,ENSG00000132881,gene,,CPLANE2,79363
7534,YWHAZ,,YWHAZ,gene,,YWHAZ,7534
442953,LAMB3,,442953,gene,,LAMB3,442953
634,CEACAM1,,CEACAM1,gene,,CEACAM1,634
29926,GMPPA,,GMPPA,gene,,GMPPA,29926
615697,CYP2F1,,615697,gene,,CYP2F1,615697
4624,MYH6,,ENSG00000197616,gene,,MYH6,4624
1768,DNAH6,,ENSG00000115423,gene,,DNAH6,1768
4486,MST1R,,MST1R,gene,,MST1R,4486
100086270,PIK3CB,,100086270,gene,,PIK3CB,100086270
407032,MIR30C2,,MIR30C2,gene,,MIR30C2,407032
WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,Hereditary leiomyomatosis and renal cell carcinoma pathway,WP4206,pathway,WP4206,,
WP782,Triacylglyceride synthesis,Triacylglyceride synthesis,WP782,pathway,WP782,,
WP3299,let-7 inhibition of ES cell reprogramming,let-7 inhibition of ES cell reprogramming,WP3299,pathway,WP3299,,
10461,MERTK,,MERTK,gene,,MERTK,10461
316,AOX1,,ENSG00000138356,gene,,AOX1,316
2774,GNAL,,ENSG00000141404,gene,,GNAL,2774
6167,RPL37,,RPL37,gene,,RPL37,6167
857,CAV1,,CAV1,gene,,CAV1,857
4485,MST1,,ENSG00000173531,gene,,MST1,4485
1634,DCN,,DCN,gene,,DCN,1634
1622,DBI,,DBI,gene,,DBI,1622
476412,IRF3,,476412,gene,,IRF3,476412
WP3593,MicroRNA for targeting cancer growth and vascularization in glioblastoma,MicroRNA for targeting cancer growth and vascularization in glioblastoma,WP3593,pathway,WP3593,,
8802,SUCLG1,,SUCLG1,gene,,SUCLG1,8802
10144,FAM13A,,FAM13A,gene,,FAM13A,10144
10147,SUGP2,,SUGP2,gene,,SUGP2,10147
341,APOC1,,APOC1,gene,,APOC1,341
WP23,B cell receptor signaling pathway,B cell receptor signaling pathway,WP23,pathway,WP23,,
479590,PLEKHG5,,479590,gene,,PLEKHG5,479590
57491,AHRR,,AHRR,gene,,AHRR,57491
100336662,LGR6,,100336662,gene,,LGR6,100336662
WP661,Glucose homeostasis,Glucose homeostasis,WP661,pathway,WP661,,
92002,CCNQ,,ENSG00000262919,gene,,CCNQ,92002
23175,LPIN1,,LPIN1,gene,,LPIN1,23175
476078,MGST2,,476078,gene,,MGST2,476078
102465490,MIR6816,,ENSG00000278278,gene,,MIR6816,102465490
11212,PLPBP,,PLPBP,gene,,PLPBP,11212
2653,GCSH,,ENSG00000140905,gene,,GCSH,2653
7489598,GSTO2,,7489598,gene,,GSTO2,7489598
420683,CAPN7,,420683,gene,,CAPN7,420683
51208,CLDN18,,ENSG00000066405,gene,,CLDN18,51208
8453,CUL2,,CUL2,gene,,CUL2,8453
4617,MYF5,,MYF5,gene,,MYF5,4617
10973,ASCC3,,ASCC3,gene,,ASCC3,10973
WP5153,N-glycan biosynthesis,N-glycan biosynthesis,WP5153,pathway,WP5153,,
100078409,TP53I3,,100078409,gene,,TP53I3,100078409
9401,RECQL4,,RECQL4,gene,,RECQL4,9401
8924,HERC2,,ENSG00000128731,gene,,HERC2,8924
398,ARHGDIG,,ENSG00000242173,gene,,ARHGDIG,398
3123,HLA-DRB1,,HLA-DRB1,gene,,HLA-DRB1,3123
WP1539,Angiogenesis,Angiogenesis,WP1539,pathway,WP1539,,
55802,DCP1A,,DCP1A,gene,,DCP1A,55802
7873,MANF,,MANF,gene,,MANF,7873
51151,SLC45A2,,ENSG00000164175,gene,,SLC45A2,51151
50615,IL21R,,ENSG00000103522,gene,,IL21R,50615
100332111,SHC3,,100332111,gene,,SHC3,100332111
10788,IQGAP2,,IQGAP2,gene,,IQGAP2,10788
10131,TRAP1,,ENSG00000126602,gene,,TRAP1,10131
5432,POLR2C,,POLR2C,gene,,POLR2C,5432
84282,RNF135,,ENSG00000181481,gene,,RNF135,84282
2662,GDF10,,ENSG00000266524,gene,,GDF10,2662
1024,CDK8,,ENSG00000132964,gene,,CDK8,1024
100155091,ITGA5,,100155091,gene,,ITGA5,100155091
6374,CXCL5,,CXCL5,gene,,CXCL5,6374
929,CD14,,CD14,gene,,CD14,929
397340,STAT5B,,397340,gene,,STAT5B,397340
9531,BAG3,,BAG3,gene,,BAG3,9531
9470,EIF4E2,,ENSG00000135930,gene,,EIF4E2,9470
403783,AGT,,403783,gene,,AGT,403783
337879,KRTAP8-1,,ENSG00000183640,gene,,KRTAP8-1,337879
51382,ATP6V1D,,ATP6V1D,gene,,ATP6V1D,51382
WP5112,Familial hyperlipidemia type 5,Familial hyperlipidemia type 5,WP5112,pathway,WP5112,,
64839,FBXL17,,ENSG00000145743,gene,,FBXL17,64839
57396,CLK4,,CLK4,gene,,CLK4,57396
51343,FZR1,,ENSG00000105325,gene,,FZR1,51343
100004938,BDKRB2,,100004938,gene,,BDKRB2,100004938
6286,S100P,,ENSG00000163993,gene,,S100P,6286
100054567,BAAT,,100054567,gene,,BAAT,100054567
102724594,U2AF1,,ENSG00000275895,gene,,U2AF1,102724594
1384,CRAT,,CRAT,gene,,CRAT,1384
6281,S100A10,,S100A10,gene,,S100A10,6281
100171389,PTPN6,,100171389,gene,,PTPN6,100171389
8999,CDKL2,,ENSG00000138769,gene,,CDKL2,8999
5243,ABCB1,,ENSG00000085563,gene,,ABCB1,5243
1528,CYB5A,,ENSG00000166347,gene,,CYB5A,1528
1643,DDB2,,DDB2,gene,,DDB2,1643
9953,HS3ST3B1,,ENSG00000125430,gene,,HS3ST3B1,9953
560226,BCR,,560226,gene,,BCR,560226
9454,HOMER3,,ENSG00000051128,gene,,HOMER3,9454
100147585,LPAR5,,100147585,gene,,LPAR5,100147585
3786,KCNQ3,,ENSG00000184156,gene,,KCNQ3,3786
WP4864,Host-pathogen interaction of human coronaviruses - apoptosis,Host-pathogen interaction of human coronaviruses - apoptosis,WP4864,pathway,WP4864,,
9364,RAB28,,RAB28,gene,,RAB28,9364
100736818,CTF1,,100736818,gene,,CTF1,100736818
6604,SMARCD3,,ENSG00000082014,gene,,SMARCD3,6604
84455,EFCAB7,,EFCAB7,gene,,EFCAB7,84455
5434,POLR2E,,ENSG00000099817,gene,,POLR2E,5434
55255,WDR41,,WDR41,gene,,WDR41,55255
123722,FSD2,,FSD2,gene,,FSD2,123722
100614256,ARAF,,100614256,gene,,ARAF,100614256
5160,PDHA1,,ENSG00000131828,gene,,PDHA1,5160
4325,MMP16,,MMP16,gene,,MMP16,4325
100073829,GNB4,,100073829,gene,,GNB4,100073829
WP4925,Unfolded protein response,Unfolded protein response,WP4925,pathway,WP4925,,
112441434,SHLD3,,ENSG00000253251,gene,,SHLD3,112441434
85407,NKD1,,NKD1,gene,,NKD1,85407
24146,CLDN15,,ENSG00000106404,gene,,CLDN15,24146
5473,PPBP,,PPBP,gene,,PPBP,5473
WP4238,Flavan-3-ol metabolic pathway,Flavan-3-ol metabolic pathway,WP4238,pathway,WP4238,,
57449,PLEKHG5,,ENSG00000171680,gene,,PLEKHG5,57449
9743,ARHGAP32,,ENSG00000134909,gene,,ARHGAP32,9743
WP5137,Linoleic acid oxylipin metabolism,Linoleic acid oxylipin metabolism,WP5137,pathway,WP5137,,
100623751,RPS6KA5,,100623751,gene,,RPS6KA5,100623751
1978,EIF4EBP1,,EIF4EBP1,gene,,EIF4EBP1,1978
2195,FAT1,,ENSG00000083857,gene,,FAT1,2195
5525,PPP2R5A,,PPP2R5A,gene,,PPP2R5A,5525
WP824,Regulation of actin cytoskeleton,Regulation of actin cytoskeleton,WP824,pathway,WP824,,
771582,GNG4,,771582,gene,,GNG4,771582
973,CD79A,,ENSG00000105369,gene,,CD79A,973
2832,NPBWR2,,ENSG00000125522,gene,,NPBWR2,2832
WP129,Matrix metalloproteinases,Matrix metalloproteinases,WP129,pathway,WP129,,
146057,TTBK2,,TTBK2,gene,,TTBK2,146057
7371,UCK2,,ENSG00000143179,gene,,UCK2,7371
79152,FA2H,,ENSG00000103089,gene,,FA2H,79152
3069,HDLBP,,ENSG00000115677,gene,,HDLBP,3069
WP4595,Urea cycle and associated pathways,Urea cycle and associated pathways,WP4595,pathway,WP4595,,
50,ACO2,,ACO2,gene,,ACO2,50
2065,ERBB3,,ERBB3,gene,,ERBB3,2065
11151,CORO1A,,CORO1A,gene,,CORO1A,11151
10540,DCTN2,,ENSG00000175203,gene,,DCTN2,10540
468,ATF4,,ATF4,gene,,ATF4,468
824,CAPN2,,ENSG00000162909,gene,,CAPN2,824
57526,PCDH19,,PCDH19,gene,,PCDH19,57526
8491,MAP4K3,,MAP4K3,gene,,MAP4K3,8491
1718,DHCR24,,DHCR24,gene,,DHCR24,1718
2237,FEN1,,ENSG00000168496,gene,,FEN1,2237
102153034,CALML3,,102153034,gene,,CALML3,102153034
54566,EPB41L4B,,ENSG00000095203,gene,,EPB41L4B,54566
5933,RBL1,,RBL1,gene,,RBL1,5933
56623,INPP5E,,INPP5E,gene,,INPP5E,56623
375484,SIMC1,,ENSG00000170085,gene,,SIMC1,375484
1031,CDKN2C,,ENSG00000123080,gene,,CDKN2C,1031
6359,CCL15,,CCL15,gene,,CCL15,6359
479164,MSH3,,479164,gene,,MSH3,479164
513730,NOTCH2,,513730,gene,,NOTCH2,513730
10397,NDRG1,,NDRG1,gene,,NDRG1,10397
30827,CXXC1,,ENSG00000154832,gene,,CXXC1,30827
6386,SDCBP,,ENSG00000137575,gene,,SDCBP,6386
709232,GSTA3,,709232,gene,,GSTA3,709232
5509,PPP1R3D,,PPP1R3D,gene,,PPP1R3D,5509
WP3931,Embryonic stem cell pluripotency pathways,Embryonic stem cell pluripotency pathways,WP3931,pathway,WP3931,,
51299,NRN1,,ENSG00000124785,gene,,NRN1,51299
51082,POLR1D,,POLR1D,gene,,POLR1D,51082
416049,CAMK1,,416049,gene,,CAMK1,416049
27247,NFU1,,ENSG00000169599,gene,,NFU1,27247
10999,SLC27A4,,SLC27A4,gene,,SLC27A4,10999
1017,CDK2,,ENSG00000123374,gene,,CDK2,1017
100092155,HEY2,,100092155,gene,,HEY2,100092155
51365,PLA1A,,PLA1A,gene,,PLA1A,51365
29958,DMGDH,,ENSG00000132837,gene,,DMGDH,29958
8974,P4HA2,,P4HA2,gene,,P4HA2,8974
6352,CCL5,,ENSG00000271503,gene,,CCL5,6352
9377,COX5A,,COX5A,gene,,COX5A,9377
7029,TFDP2,,ENSG00000114126,gene,,TFDP2,7029
5605,MAP2K2,,ENSG00000126934,gene,,MAP2K2,5605
16,AARS1,,ENSG00000090861,gene,,AARS1,16
6610,SMPD2,,ENSG00000135587,gene,,SMPD2,6610
1318,SLC31A2,,SLC31A2,gene,,SLC31A2,1318
2913,GRM3,,ENSG00000198822,gene,,GRM3,2913
100091980,DVL3,,100091980,gene,,DVL3,100091980
183,AGT,,AGT,gene,,AGT,183
164045,HFM1,,ENSG00000162669,gene,,HFM1,164045
10006,ABI1,,ENSG00000136754,gene,,ABI1,10006
51083,GAL,,ENSG00000069482,gene,,GAL,51083
7367,UGT2B17,,ENSG00000197888,gene,,UGT2B17,7367
9630,GNA14,,GNA14,gene,,GNA14,9630
10270,AKAP8,,AKAP8,gene,,AKAP8,10270
4605,MYBL2,,ENSG00000101057,gene,,MYBL2,4605
WP4940,15q11.2 copy number variation syndrome,15q11.2 copy number variation syndrome,WP4940,pathway,WP4940,,
9775,EIF4A3,,ENSG00000141543,gene,,EIF4A3,9775
80218,NAA50,,ENSG00000121579,gene,,NAA50,80218
26285,CLDN17,,CLDN17,gene,,CLDN17,26285
6175,RPLP0,,ENSG00000089157,gene,,RPLP0,6175
1783,DYNC1LI2,,ENSG00000135720,gene,,DYNC1LI2,1783
702981,DUSP1,,702981,gene,,DUSP1,702981
79789,CLMN,,CLMN,gene,,CLMN,79789
116511,MAS1L,,ENSG00000204687,gene,,MAS1L,116511
11129,CLASRP,,CLASRP,gene,,CLASRP,11129
23511,NUP188,,ENSG00000095319,gene,,NUP188,23511
459024,RRM2,,459024,gene,,RRM2,459024
4728,NDUFS8,,ENSG00000110717,gene,,NDUFS8,4728
84950,PRPF38A,,ENSG00000134748,gene,,PRPF38A,84950
29801,ZDHHC8,,ENSG00000099904,gene,,ZDHHC8,29801
80086,TUBA4B,,TUBA4B,gene,,TUBA4B,80086
WP4659,Gastrin signaling pathway,Gastrin signaling pathway,WP4659,pathway,WP4659,,
744806,TLE5,,744806,gene,,TLE5,744806
2905,GRIN2C,,GRIN2C,gene,,GRIN2C,2905
7529,YWHAB,,ENSG00000166913,gene,,YWHAB,7529
57393,CLTRN,,ENSG00000147003,gene,,CLTRN,57393
100154471,NTRK1,,100154471,gene,,NTRK1,100154471
11329,STK38,,ENSG00000112079,gene,,STK38,11329
1761,DMRT1,,ENSG00000137090,gene,,DMRT1,1761
2150,F2RL1,,F2RL1,gene,,F2RL1,2150
100157793,PRKAB2,,100157793,gene,,PRKAB2,100157793
55770,EXOC2,,EXOC2,gene,,EXOC2,55770
1644,DDC,,DDC,gene,,DDC,1644
25796,PGLS,,PGLS,gene,,PGLS,25796
2327,FMO2,,FMO2,gene,,FMO2,2327
6942,TCF20,,TCF20,gene,,TCF20,6942
2888,GRB14,,ENSG00000115290,gene,,GRB14,2888
608155,TXNRD2,,608155,gene,,TXNRD2,608155
84612,PARD6B,,ENSG00000124171,gene,,PARD6B,84612
55823,VPS11,,ENSG00000160695,gene,,VPS11,55823
6633,SNRPD2,,ENSG00000125743,gene,,SNRPD2,6633
114817948,TCF7L1,,114817948,gene,,TCF7L1,114817948
6899,TBX1,,ENSG00000184058,gene,,TBX1,6899
100145887,ARHGEF2,,100145887,gene,,ARHGEF2,100145887
158584,FAAH2,,FAAH2,gene,,FAAH2,158584
83732,RIOK1,,ENSG00000124784,gene,,RIOK1,83732
1581,CYP7A1,,ENSG00000167910,gene,,CYP7A1,1581
100616360,MIR2467,,ENSG00000264292,gene,,MIR2467,100616360
8899,PRPF4B,,PRPF4B,gene,,PRPF4B,8899
396721,IL13,,396721,gene,,IL13,396721
9883,POM121,,ENSG00000196313,gene,,POM121,9883
777,CACNA1E,,CACNA1E,gene,,CACNA1E,777
59352,LGR6,,LGR6,gene,,LGR6,59352
3912,LAMB1,,LAMB1,gene,,LAMB1,3912
610961,IL20RB,,610961,gene,,IL20RB,610961
114815157,GNGT2,,114815157,gene,,GNGT2,114815157
8473,OGT,,OGT,gene,,OGT,8473
3482,IGF2R,,IGF2R,gene,,IGF2R,3482
23523,CABIN1,,CABIN1,gene,,CABIN1,23523
WP5190,Creatine pathway,Creatine pathway,WP5190,pathway,WP5190,,
55012,PPP2R3C,,PPP2R3C,gene,,PPP2R3C,55012
WP5056,Burn wound healing,Burn wound healing,WP5056,pathway,WP5056,,
100616493,MIR4441,,MIR4441,gene,,MIR4441,100616493
100130887,ATE1-AS1,,ATE1-AS1,gene,,ATE1-AS1,100130887
7517,XRCC3,,ENSG00000126215,gene,,XRCC3,7517
400891,LRRC74B,,LRRC74B,gene,,LRRC74B,400891
2134,EXTL1,,ENSG00000158008,gene,,EXTL1,2134
102465696,MIR486-2,,MIR486-2,gene,,MIR486-2,102465696
488824,DRD5,,488824,gene,,DRD5,488824
2207,FCER1G,,FCER1G,gene,,FCER1G,2207
8863,PER3,,ENSG00000049246,gene,,PER3,8863
2729,GCLC,,ENSG00000001084,gene,,GCLC,2729
64111,NPVF,,NPVF,gene,,NPVF,64111
489758,HSD11B2,,489758,gene,,HSD11B2,489758
WP5229,Nephrotoxcicity adverse outcome pathway,Nephrotoxcicity adverse outcome pathway,WP5229,pathway,WP5229,,
79829,NAA40,,ENSG00000110583,gene,,NAA40,79829
25920,NELFB,,NELFB,gene,,NELFB,25920
1264,CNN1,,ENSG00000130176,gene,,CNN1,1264
9882,TBC1D4,,ENSG00000136111,gene,,TBC1D4,9882
1291,COL6A1,,COL6A1,gene,,COL6A1,1291
4023,LPL,,ENSG00000175445,gene,,LPL,4023
WP2289,Drug induction of bile acid pathway,Drug induction of bile acid pathway,WP2289,pathway,WP2289,,
572109,RPL37A,,572109,gene,,RPL37A,572109
55902,ACSS2,,ENSG00000131069,gene,,ACSS2,55902
7515,XRCC1,,ENSG00000073050,gene,,XRCC1,7515
347902,AMIGO2,,AMIGO2,gene,,AMIGO2,347902
6595,SMARCA2,,SMARCA2,gene,,SMARCA2,6595
100533555,IFNAR2,,100533555,gene,,IFNAR2,100533555
3767,KCNJ11,,ENSG00000187486,gene,,KCNJ11,3767
5763,PTMS,,PTMS,gene,,PTMS,5763
22938,SNW1,,ENSG00000100603,gene,,SNW1,22938
145873,MESP2,,ENSG00000188095,gene,,MESP2,145873
199,AIF1,,AIF1,gene,,AIF1,199
4666,NACA,,ENSG00000196531,gene,,NACA,4666
50486,G0S2,,G0S2,gene,,G0S2,50486
2626,GATA4,,GATA4,gene,,GATA4,2626
100087119,ITGB3,,100087119,gene,,ITGB3,100087119
2773,GNAI3,,GNAI3,gene,,GNAI3,2773
11072,DUSP14,,DUSP14,gene,,DUSP14,11072
5465,PPARA,,PPARA,gene,,PPARA,5465
6045,RNF2,,RNF2,gene,,RNF2,6045
4660,PPP1R12B,,PPP1R12B,gene,,PPP1R12B,4660
102724862,TBC1D3I,,TBC1D3I,gene,,TBC1D3I,102724862
2323,FLT3LG,,FLT3LG,gene,,FLT3LG,2323
902,CCNH,,ENSG00000134480,gene,,CCNH,902
55867,SLC22A11,,SLC22A11,gene,,SLC22A11,55867
100152404,HEY2,,100152404,gene,,HEY2,100152404
9049,AIP,,AIP,gene,,AIP,9049
422698,MCUB,,422698,gene,,MCUB,422698
55101,DMAC2,,ENSG00000105341,gene,,DMAC2,55101
5609,MAP2K7,,MAP2K7,gene,,MAP2K7,5609
483,ATP1B3,,ENSG00000069849,gene,,ATP1B3,483
WP5348,11p11.2 copy number variation syndrome,11p11.2 copy number variation syndrome,WP5348,pathway,WP5348,,
100513283,APAF1,,100513283,gene,,APAF1,100513283
100302270,MIR1305,,ENSG00000221227,gene,,MIR1305,100302270
2249,FGF4,,FGF4,gene,,FGF4,2249
54840,APTX,,APTX,gene,,APTX,54840
WP1193,Monoamine GPCRs,Monoamine GPCRs,WP1193,pathway,WP1193,,
3577,CXCR1,,CXCR1,gene,,CXCR1,3577
4351,MPI,,ENSG00000178802,gene,,MPI,4351
6581,SLC22A3,,ENSG00000146477,gene,,SLC22A3,6581
26959,HBP1,,HBP1,gene,,HBP1,26959
10376,TUBA1B,,ENSG00000123416,gene,,TUBA1B,10376
458443,RBM39,,458443,gene,,RBM39,458443
WP3644,NAD+ metabolism,NAD+ metabolism,WP3644,pathway,WP3644,,
3237,HOXD11,,HOXD11,gene,,HOXD11,3237
815,CAMK2A,,CAMK2A,gene,,CAMK2A,815
407043,MIR7-1,,ENSG00000284179,gene,,MIR7-1,407043
7832,BTG2,,ENSG00000159388,gene,,BTG2,7832
93974,ATP5IF1,,ENSG00000130770,gene,,ATP5IF1,93974
6573,SLC19A1,,SLC19A1,gene,,SLC19A1,6573
84464,SLX4,,ENSG00000188827,gene,,SLX4,84464
100514701,MADD,,100514701,gene,,MADD,100514701
6829,SUPT5H,,SUPT5H,gene,,SUPT5H,6829
3363,HTR7,,ENSG00000148680,gene,,HTR7,3363
5244,ABCB4,,ABCB4,gene,,ABCB4,5244
51232,CRIM1,,CRIM1,gene,,CRIM1,51232
8490,RGS5,,ENSG00000232995,gene,,RGS5,8490
10418,SPON1,,ENSG00000262655,gene,,SPON1,10418
23411,SIRT1,,SIRT1,gene,,SIRT1,23411
450110,RPS6KA3,,450110,gene,,RPS6KA3,450110
8929,PHOX2B,,PHOX2B,gene,,PHOX2B,8929
11126,CD160,,ENSG00000117281,gene,,CD160,11126
79753,SNIP1,,SNIP1,gene,,SNIP1,79753
100519976,AGTR1,,100519976,gene,,AGTR1,100519976
WP5186,Vitamin K metabolism and activation of dependent proteins,Vitamin K metabolism and activation of dependent proteins,WP5186,pathway,WP5186,,
58510,PRODH2,,PRODH2,gene,,PRODH2,58510
4846,NOS3,,ENSG00000164867,gene,,NOS3,4846
25897,RNF19A,,ENSG00000034677,gene,,RNF19A,25897
364,AQP7,,ENSG00000165269,gene,,AQP7,364
WP5351,Kleefstra syndrome,Kleefstra syndrome,WP5351,pathway,WP5351,,
63941,NECAB3,,ENSG00000125967,gene,,NECAB3,63941
100085661,ITGAV,,100085661,gene,,ITGAV,100085661
5826,ABCD4,,ABCD4,gene,,ABCD4,5826
933,CD22,,CD22,gene,,CD22,933
54106,TLR9,,TLR9,gene,,TLR9,54106
2303,FOXC2,,FOXC2,gene,,FOXC2,2303
395470,ITGB8,,395470,gene,,ITGB8,395470
428980,ADRA2A,,428980,gene,,ADRA2A,428980
102725035,LILRB3,,107987425,gene,,LILRB3,102725035
WP4545,Oxysterols derived from cholesterol,Oxysterols derived from cholesterol,WP4545,pathway,WP4545,,
6457,SH3GL3,,ENSG00000140600,gene,,SH3GL3,6457
3172,HNF4A,,ENSG00000101076,gene,,HNF4A,3172
146,ADRA1D,,ENSG00000171873,gene,,ADRA1D,146
57650,CIP2A,,CIP2A,gene,,CIP2A,57650
784,CACNB3,,ENSG00000167535,gene,,CACNB3,784
54996,MTARC2,,MTARC2,gene,,MTARC2,54996
609624,CAPN11,,609624,gene,,CAPN11,609624
9052,GPRC5A,,ENSG00000013588,gene,,GPRC5A,9052
84962,AJUBA,,AJUBA,gene,,AJUBA,84962
166336,PRICKLE2,,ENSG00000163637,gene,,PRICKLE2,166336
WP897,Androgen receptor signaling pathway,Androgen receptor signaling pathway,WP897,pathway,WP897,,
8382,NME5,,ENSG00000112981,gene,,NME5,8382
22872,SEC31A,,SEC31A,gene,,SEC31A,22872
WP286,IL-3 signaling pathway,IL-3 signaling pathway,WP286,pathway,WP286,,
2488,FSHB,,ENSG00000131808,gene,,FSHB,2488
64900,LPIN3,,LPIN3,gene,,LPIN3,64900
23215,PRRC2C,,ENSG00000117523,gene,,PRRC2C,23215
WP5408,15q25 copy number variation,15q25 copy number variation,WP5408,pathway,WP5408,,
100073859,BCL2L11,,100073859,gene,,BCL2L11,100073859
348932,SLC6A18,,SLC6A18,gene,,SLC6A18,348932
8867,SYNJ1,,SYNJ1,gene,,SYNJ1,8867
1936,EEF1D,,ENSG00000104529,gene,,EEF1D,1936
23512,SUZ12,,ENSG00000178691,gene,,SUZ12,23512
8794,TNFRSF10C,,ENSG00000173535,gene,,TNFRSF10C,8794
WP176,Folate metabolism,Folate metabolism,WP176,pathway,WP176,,
5354,PLP1,,ENSG00000123560,gene,,PLP1,5354
697725,PDGFRA,,697725,gene,,PDGFRA,697725
27286,SRPX2,,ENSG00000102359,gene,,SRPX2,27286
WP5178,Disorders of fructose metabolism,Disorders of fructose metabolism,WP5178,pathway,WP5178,,
10313,RTN3,,ENSG00000133318,gene,,RTN3,10313
5725,PTBP1,,ENSG00000011304,gene,,PTBP1,5725
51164,DCTN4,,DCTN4,gene,,DCTN4,51164
3757,KCNH2,,ENSG00000055118,gene,,KCNH2,3757
92745,SLC38A5,,SLC38A5,gene,,SLC38A5,92745
5170,PDPK1,,ENSG00000140992,gene,,PDPK1,5170
WP4685,Melanoma,Melanoma,WP4685,pathway,WP4685,,
3146,HMGB1,,HMGB1,gene,,HMGB1,3146
23462,HEY1,,HEY1,gene,,HEY1,23462
617,BCS1L,,BCS1L,gene,,BCS1L,617
265,AMELX,,AMELX,gene,,AMELX,265
81537,SGPP1,,SGPP1,gene,,SGPP1,81537
2550,GABBR1,,ENSG00000204681,gene,,GABBR1,2550
5737,PTGFR,,ENSG00000122420,gene,,PTGFR,5737
2813,GP2,,GP2,gene,,GP2,2813
26279,PLA2G2D,,ENSG00000117215,gene,,PLA2G2D,26279
100080569,ADCY9,,100080569,gene,,ADCY9,100080569
64223,MLST8,,ENSG00000167965,gene,,MLST8,64223
100847677,CYP4X1,,100847677,gene,,CYP4X1,100847677
7398,USP1,,USP1,gene,,USP1,7398
WP2826,Cocaine metabolism,Cocaine metabolism,WP2826,pathway,WP2826,,
55937,APOM,,ENSG00000204444,gene,,APOM,55937
